4	 16 	 23.20 	 23.20	 116
5	 12 	 21.33 	 21.33	 128
6	 22 	 21.43 	 21.43	 150
7	 18 	 21.00 	 21.00	 168
8	 17 	 20.56 	 20.56	 185
9	 12 	 19.70 	 19.70	 197
10	 14 	 19.18 	 19.18	 211
11	 11 	 18.50 	 18.50	 222
12	 27 	 19.15 	 19.15	 249
13	 28 	 19.79 	 19.79	 277
14	 18 	 19.67 	 19.67	 295
15	 17 	 19.50 	 19.50	 312
16	 14 	 19.18 	 19.18	 326
17	 47 	 20.72 	 20.72	 373
18	 11 	 20.21 	 20.21	 384
19	 21 	 20.25 	 20.25	 405
20	 26 	 20.52 	 20.52	 431
21	 11 	 20.09 	 20.09	 442
22	 14 	 19.83 	 19.83	 456
23	 12 	 19.50 	 19.50	 468
24	 27 	 19.80 	 19.80	 495
25	 20 	 19.81 	 19.81	 515
26	 12 	 19.52 	 19.52	 527
27	 17 	 19.43 	 19.43	 544
28	 35 	 19.97 	 19.97	 579
29	 13 	 19.73 	 19.73	 592
30	 14 	 19.55 	 19.55	 606
31	 10 	 19.25 	 19.25	 616
32	 16 	 19.15 	 19.15	 632
33	 19 	 19.15 	 19.15	 651
34	 26 	 19.34 	 19.34	 677
35	 19 	 19.33 	 19.33	 696
36	 52 	 20.22 	 20.22	 748
37	 23 	 20.29 	 20.29	 771
38	 35 	 20.67 	 20.67	 806
39	 13 	 20.48 	 20.48	 819
40	 30 	 20.71 	 20.71	 849
41	 22 	 20.74 	 20.74	 871
42	 25 	 20.84 	 20.84	 896
43	 38 	 21.23 	 21.23	 934
44	 10 	 20.98 	 20.98	 944
45	 34 	 21.26 	 21.26	 978
46	 20 	 21.23 	 21.23	 998
47	 19 	 21.19 	 21.19	 1017
48	 17 	 21.10 	 21.10	 1034
49	 23 	 21.14 	 21.14	 1057
50	 21 	 21.14 	 21.14	 1078
51	 24 	 21.19 	 21.19	 1102
52	 10 	 20.98 	 20.98	 1112
53	 16 	 20.89 	 20.89	 1128
54	 10 	 20.69 	 20.69	 1138
55	 10 	 20.50 	 20.50	 1148
56	 10 	 20.32 	 20.32	 1158
57	 13 	 20.19 	 20.19	 1171
58	 8 	 19.98 	 19.98	 1179
59	 8 	 19.78 	 19.78	 1187
60	 10 	 19.62 	 19.62	 1197
61	 8 	 19.44 	 19.44	 1205
62	 10 	 19.29 	 19.29	 1215
63	 10 	 19.14 	 19.14	 1225
64	 11 	 19.02 	 19.02	 1236
65	 11 	 18.89 	 18.89	 1247
66	 8 	 18.73 	 18.73	 1255
67	 10 	 18.60 	 18.60	 1265
68	 10 	 18.48 	 18.48	 1275
69	 9 	 18.34 	 18.34	 1284
70	 10 	 18.23 	 18.23	 1294
71	 10 	 18.11 	 18.11	 1304
72	 9 	 17.99 	 17.99	 1313
73	 8 	 17.85 	 17.85	 1321
74	 9 	 17.73 	 17.73	 1330
75	 10 	 17.63 	 17.63	 1340
76	 10 	 17.53 	 17.53	 1350
77	 8 	 17.41 	 17.41	 1358
78	 8 	 17.29 	 17.29	 1366
79	 8 	 17.18 	 17.18	 1374
80	 14 	 17.14 	 17.14	 1388
81	 9 	 17.04 	 17.04	 1397
82	 11 	 16.96 	 16.96	 1408
83	 9 	 16.87 	 16.87	 1417
84	 9 	 16.78 	 16.78	 1426
85	 10 	 16.70 	 16.70	 1436
86	 9 	 16.61 	 16.61	 1445
87	 10 	 16.53 	 16.53	 1455
88	 9 	 16.45 	 16.45	 1464
89	 15 	 16.43 	 16.43	 1479
90	 88 	 17.22 	 17.22	 1567
91	 62 	 17.71 	 17.71	 1629
92	 73 	 18.30 	 18.30	 1702
93	 243 	 20.69 	 20.69	 1945
94	 79 	 21.31 	 21.31	 2024
95	 85 	 21.97 	 21.97	 2109
96	 60 	 22.36 	 22.36	 2169
97	 119 	 23.35 	 23.35	 2288
98	 81 	 23.93 	 23.93	 2369
99	 167 	 25.36 	 25.36	 2536
0	 16 	 16.00 	 16.00	 16
1	 39 	 27.50 	 27.50	 55
2	 11 	 22.00 	 22.00	 66
3	 14 	 20.00 	 20.00	 80
4	 25 	 21.00 	 21.00	 105
5	 12 	 19.50 	 19.50	 117
6	 15 	 18.86 	 18.86	 132
7	 38 	 21.25 	 21.25	 170
8	 21 	 21.22 	 21.22	 191
9	 32 	 22.30 	 22.30	 223
10	 14 	 21.55 	 21.55	 237
11	 11 	 20.67 	 20.67	 248
12	 19 	 20.54 	 20.54	 267
13	 13 	 20.00 	 20.00	 280
14	 39 	 21.27 	 21.27	 319
15	 12 	 20.69 	 20.69	 331
16	 11 	 20.12 	 20.12	 342
17	 46 	 21.56 	 21.56	 388
18	 29 	 21.95 	 21.95	 417
19	 22 	 21.95 	 21.95	 439
20	 20 	 21.86 	 21.86	 459
21	 34 	 22.41 	 22.41	 493
22	 17 	 22.17 	 22.17	 510
23	 20 	 22.08 	 22.08	 530
24	 37 	 22.68 	 22.68	 567
25	 17 	 22.46 	 22.46	 584
26	 19 	 22.33 	 22.33	 603
27	 26 	 22.46 	 22.46	 629
28	 27 	 22.62 	 22.62	 656
29	 18 	 22.47 	 22.47	 674
30	 25 	 22.55 	 22.55	 699
31	 10 	 22.16 	 22.16	 709
32	 24 	 22.21 	 22.21	 733
33	 71 	 23.65 	 23.65	 804
34	 31 	 23.86 	 23.86	 835
35	 15 	 23.61 	 23.61	 850
36	 51 	 24.35 	 24.35	 901
37	 21 	 24.26 	 24.26	 922
38	 24 	 24.26 	 24.26	 946
39	 15 	 24.02 	 24.02	 961
40	 9 	 23.66 	 23.66	 970
41	 25 	 23.69 	 23.69	 995
42	 17 	 23.53 	 23.53	 1012
43	 20 	 23.45 	 23.45	 1032
44	 26 	 23.51 	 23.51	 1058
45	 11 	 23.24 	 23.24	 1069
46	 10 	 22.96 	 22.96	 1079
47	 9 	 22.67 	 22.67	 1088
48	 11 	 22.43 	 22.43	 1099
49	 8 	 22.14 	 22.14	 1107
50	 12 	 21.94 	 21.94	 1119
51	 9 	 21.69 	 21.69	 1128
52	 11 	 21.49 	 21.49	 1139
53	 22 	 21.50 	 21.50	 1161
54	 12 	 21.33 	 21.33	 1173
55	 60 	 22.02 	 22.02	 1233
56	 9 	 21.79 	 21.79	 1242
57	 13 	 21.64 	 21.64	 1255
58	 9 	 21.42 	 21.42	 1264
59	 9 	 21.22 	 21.22	 1273
60	 10 	 21.03 	 21.03	 1283
61	 52 	 21.53 	 21.53	 1335
62	 55 	 22.06 	 22.06	 1390
63	 41 	 22.36 	 22.36	 1431
64	 50 	 22.78 	 22.78	 1481
65	 74 	 23.56 	 23.56	 1555
66	 88 	 24.52 	 24.52	 1643
67	 35 	 24.68 	 24.68	 1678
68	 31 	 24.77 	 24.77	 1709
69	 71 	 25.43 	 25.43	 1780
70	 44 	 25.69 	 25.69	 1824
71	 48 	 26.00 	 26.00	 1872
72	 47 	 26.29 	 26.29	 1919
73	 57 	 26.70 	 26.70	 1976
74	 46 	 26.96 	 26.96	 2022
75	 72 	 27.55 	 27.55	 2094
76	 54 	 27.90 	 27.90	 2148
77	 40 	 28.05 	 28.05	 2188
78	 91 	 28.85 	 28.85	 2279
79	 40 	 28.99 	 28.99	 2319
80	 47 	 29.21 	 29.21	 2366
81	 39 	 29.33 	 29.33	 2405
82	 68 	 29.80 	 29.80	 2473
83	 54 	 30.08 	 30.08	 2527
84	 66 	 30.51 	 30.51	 2593
85	 897 	 40.58 	 40.58	 3490
86	 407 	 44.79 	 44.79	 3897
87	 1254 	 58.53 	 58.53	 5151
88	 667 	 65.37 	 65.37	 5818
89	 222 	 67.11 	 67.11	 6040
90	 355 	 70.27 	 70.27	 6395
91	 304 	 72.82 	 72.82	 6699
92	 221 	 74.41 	 74.41	 6920
0	 55 	 55.00 	 55.00	 55
1	 15 	 35.00 	 35.00	 70
2	 11 	 27.00 	 27.00	 81
3	 13 	 23.50 	 23.50	 94
4	 20 	 22.80 	 22.80	 114
5	 33 	 24.50 	 24.50	 147
6	 41 	 26.86 	 26.86	 188
7	 20 	 26.00 	 26.00	 208
8	 18 	 25.11 	 25.11	 226
9	 18 	 24.40 	 24.40	 244
10	 21 	 24.09 	 24.09	 265
11	 14 	 23.25 	 23.25	 279
12	 21 	 23.08 	 23.08	 300
13	 12 	 22.29 	 22.29	 312
14	 28 	 22.67 	 22.67	 340
15	 19 	 22.44 	 22.44	 359
16	 37 	 23.29 	 23.29	 396
17	 11 	 22.61 	 22.61	 407
18	 20 	 22.47 	 22.47	 427
19	 22 	 22.45 	 22.45	 449
20	 17 	 22.19 	 22.19	 466
21	 34 	 22.73 	 22.73	 500
22	 11 	 22.22 	 22.22	 511
23	 15 	 21.92 	 21.92	 526
24	 28 	 22.16 	 22.16	 554
25	 37 	 22.73 	 22.73	 591
26	 17 	 22.52 	 22.52	 608
27	 25 	 22.61 	 22.61	 633
28	 22 	 22.59 	 22.59	 655
29	 36 	 23.03 	 23.03	 691
30	 21 	 22.97 	 22.97	 712
31	 14 	 22.69 	 22.69	 726
32	 9 	 22.27 	 22.27	 735
33	 50 	 23.09 	 23.09	 785
34	 36 	 23.46 	 23.46	 821
35	 25 	 23.50 	 23.50	 846
36	 76 	 24.92 	 24.92	 922
37	 18 	 24.74 	 24.74	 940
38	 14 	 24.46 	 24.46	 954
39	 26 	 24.50 	 24.50	 980
40	 31 	 24.66 	 24.66	 1011
41	 11 	 24.33 	 24.33	 1022
42	 16 	 24.14 	 24.14	 1038
43	 14 	 23.91 	 23.91	 1052
0	 25 	 25.00 	 25.00	 25
1	 21 	 23.00 	 23.00	 46
2	 27 	 24.33 	 24.33	 73
3	 89 	 40.50 	 40.50	 162
4	 34 	 39.20 	 39.20	 196
5	 53 	 41.50 	 41.50	 249
6	 43 	 41.71 	 41.71	 292
7	 35 	 40.88 	 40.88	 327
8	 29 	 39.56 	 39.56	 356
9	 27 	 38.30 	 38.30	 383
10	 14 	 36.09 	 36.09	 397
11	 31 	 35.67 	 35.67	 428
12	 18 	 34.31 	 34.31	 446
13	 28 	 33.86 	 33.86	 474
14	 25 	 33.27 	 33.27	 499
15	 35 	 33.38 	 33.38	 534
16	 20 	 32.59 	 32.59	 554
17	 20 	 31.89 	 31.89	 574
18	 33 	 31.95 	 31.95	 607
19	 16 	 31.15 	 31.15	 623
20	 11 	 30.19 	 30.19	 634
21	 13 	 29.41 	 29.41	 647
22	 30 	 29.43 	 29.43	 677
23	 16 	 28.88 	 28.88	 693
24	 58 	 30.04 	 30.04	 751
25	 22 	 29.73 	 29.73	 773
26	 34 	 29.89 	 29.89	 807
27	 40 	 30.25 	 30.25	 847
28	 23 	 30.00 	 30.00	 870
29	 28 	 29.93 	 29.93	 898
30	 35 	 30.10 	 30.10	 933
31	 26 	 29.97 	 29.97	 959
32	 13 	 29.45 	 29.45	 972
33	 19 	 29.15 	 29.15	 991
34	 27 	 29.09 	 29.09	 1018
35	 13 	 28.64 	 28.64	 1031
36	 22 	 28.46 	 28.46	 1053
37	 10 	 27.97 	 27.97	 1063
38	 17 	 27.69 	 27.69	 1080
39	 13 	 27.32 	 27.32	 1093
40	 11 	 26.93 	 26.93	 1104
41	 27 	 26.93 	 26.93	 1131
42	 10 	 26.53 	 26.53	 1141
43	 40 	 26.84 	 26.84	 1181
44	 10 	 26.47 	 26.47	 1191
45	 18 	 26.28 	 26.28	 1209
46	 9 	 25.91 	 25.91	 1218
47	 39 	 26.19 	 26.19	 1257
48	 50 	 26.67 	 26.67	 1307
49	 26 	 26.66 	 26.66	 1333
50	 30 	 26.73 	 26.73	 1363
51	 34 	 26.87 	 26.87	 1397
52	 29 	 26.91 	 26.91	 1426
53	 59 	 27.50 	 27.50	 1485
54	 35 	 27.64 	 27.64	 1520
55	 75 	 28.48 	 28.48	 1595
56	 77 	 29.33 	 29.33	 1672
57	 52 	 29.72 	 29.72	 1724
58	 43 	 29.95 	 29.95	 1767
59	 38 	 30.08 	 30.08	 1805
60	 102 	 31.26 	 31.26	 1907
61	 49 	 31.55 	 31.55	 1956
62	 77 	 32.27 	 32.27	 2033
63	 64 	 32.77 	 32.77	 2097
64	 94 	 33.71 	 33.71	 2191
65	 62 	 34.14 	 34.14	 2253
66	 57 	 34.48 	 34.48	 2310
67	 105 	 35.51 	 35.51	 2415
68	 74 	 36.07 	 36.07	 2489
69	 82 	 36.73 	 36.73	 2571
70	 80 	 37.34 	 37.34	 2651
71	 36 	 37.32 	 37.32	 2687
72	 78 	 37.88 	 37.88	 2765
73	 65 	 38.24 	 38.24	 2830
74	 83 	 38.84 	 38.84	 2913
