0	 31 	 31.00 	 31.00	 31
1	 38 	 34.50 	 34.50	 69
2	 21 	 30.00 	 30.00	 90
3	 37 	 31.75 	 31.75	 127
4	 26 	 30.60 	 30.60	 153
5	 21 	 29.00 	 29.00	 174
6	 22 	 28.00 	 28.00	 196
7	 18 	 26.75 	 26.75	 214
8	 15 	 25.44 	 25.44	 229
9	 22 	 25.10 	 25.10	 251
10	 11 	 23.82 	 23.82	 262
11	 18 	 23.33 	 23.33	 280
12	 25 	 23.46 	 23.46	 305
13	 19 	 23.14 	 23.14	 324
14	 12 	 22.40 	 22.40	 336
15	 21 	 22.31 	 22.31	 357
16	 15 	 21.88 	 21.88	 372
17	 14 	 21.44 	 21.44	 386
18	 40 	 22.42 	 22.42	 426
19	 40 	 23.30 	 23.30	 466
20	 13 	 22.81 	 22.81	 479
21	 37 	 23.45 	 23.45	 516
22	 25 	 23.52 	 23.52	 541
23	 17 	 23.25 	 23.25	 558
24	 13 	 22.84 	 22.84	 571
25	 32 	 23.19 	 23.19	 603
26	 24 	 23.22 	 23.22	 627
27	 17 	 23.00 	 23.00	 644
28	 16 	 22.76 	 22.76	 660
29	 19 	 22.63 	 22.63	 679
30	 21 	 22.58 	 22.58	 700
31	 21 	 22.53 	 22.53	 721
32	 18 	 22.39 	 22.39	 739
33	 16 	 22.21 	 22.21	 755
34	 13 	 21.94 	 21.94	 768
35	 12 	 21.67 	 21.67	 780
36	 16 	 21.51 	 21.51	 796
37	 10 	 21.21 	 21.21	 806
38	 12 	 20.97 	 20.97	 818
39	 11 	 20.73 	 20.73	 829
40	 28 	 20.90 	 20.90	 857
41	 23 	 20.95 	 20.95	 880
42	 11 	 20.72 	 20.72	 891
43	 17 	 20.64 	 20.64	 908
44	 21 	 20.64 	 20.64	 929
45	 18 	 20.59 	 20.59	 947
46	 16 	 20.49 	 20.49	 963
47	 28 	 20.65 	 20.65	 991
48	 19 	 20.61 	 20.61	 1010
49	 23 	 20.66 	 20.66	 1033
50	 18 	 20.61 	 20.61	 1051
51	 54 	 21.25 	 21.25	 1105
52	 31 	 21.43 	 21.43	 1136
53	 107 	 23.02 	 23.02	 1243
